REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872794,3.3.3,970,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872822,3.3.4,782,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872822,3.3.4,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872822,3.3.4,828,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872822,3.3.4,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872822,3.3.4,992,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3872850,3.2.1,,F,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3872850,3.2.1,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3872850,3.2.1,,F,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3872850,3.2.1,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3872850,3.2.1,,F,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872878,3.2.2,,F,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872878,3.2.2,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872878,3.2.2,,F,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872878,3.2.2,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872878,3.2.2,,F,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872906,3.2.3,893,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872906,3.2.3,1036,,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872906,3.2.3,992,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872906,3.2.3,1060,,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872906,3.2.3,1243,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872934,3.2.4,,F,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872934,3.2.4,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872934,3.2.4,,F,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872934,3.2.4,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872934,3.2.4,,F,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872962,3.1.1,,F,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872962,3.1.1,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872962,3.1.1,,F,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872962,3.1.1,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872962,3.1.1,,F,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872990,3.1.2,627,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872990,3.1.2,611,,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872990,3.1.2,727,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872990,3.1.2,887,,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872990,3.1.2,831,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873018,3.1.3,709,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873018,3.1.3,698,,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873018,3.1.3,764,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873018,3.1.3,946,,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873018,3.1.3,868,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873046,3.1.4,782,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873046,3.1.4,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873046,3.1.4,828,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873046,3.1.4,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873046,3.1.4,992,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824500,3.4.1,,F,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824500,3.4.1,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824500,3.4.1,,F,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824500,3.4.1,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824500,3.4.1,,F,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824688,3.4.2,627,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824688,3.4.2,611,,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824688,3.4.2,727,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824688,3.4.2,887,,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824688,3.4.2,831,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824876,3.4.3,706,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824876,3.4.3,694,,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824876,3.4.3,762,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824876,3.4.3,943,,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824876,3.4.3,863,,,,0
2020,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825064,3.4.4,782,,,,0
2021,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825064,3.4.4,,F,,,0
2022,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825064,3.4.4,828,,,,0
2023,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825064,3.4.4,,F,,,0
2024,"Gander, Newfoundland and Labrador",2011A00051006009,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825064,3.4.4,992,,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822900,4.3.1,,F,,,0
2021,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822900,4.3.1,,F,,,0
2022,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822900,4.3.1,,F,,,0
2023,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822900,4.3.1,,F,,,0
2024,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822900,4.3.1,,F,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823034,4.3.2,654,,,,0
2021,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823034,4.3.2,637,,,,0
2022,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823034,4.3.2,677,,,,0
2023,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823034,4.3.2,627,,,,0
2024,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823034,4.3.2,663,,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823168,4.3.3,799,,,,0
2021,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823168,4.3.3,800,,,,0
2022,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823168,4.3.3,812,,,,0
2023,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823168,4.3.3,824,,,,0
2024,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823168,4.3.3,833,,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823302,4.3.4,798,,,,0
2021,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823302,4.3.4,789,,,,0
2022,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823302,4.3.4,796,,,,0
2023,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823302,4.3.4,880,,,,0
2024,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823302,4.3.4,949,,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823436,4.2.1,,F,,,0
2021,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823436,4.2.1,,F,,,0
2022,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823436,4.2.1,,F,,,0
2023,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823436,4.2.1,,F,,,0
2024,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823436,4.2.1,,F,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823570,4.2.2,,F,,,0
2021,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823570,4.2.2,,F,,,0
2022,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823570,4.2.2,,F,,,0
2023,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823570,4.2.2,,F,,,0
2024,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823570,4.2.2,,F,,,0
2020,"Grand Falls-Windsor, Newfoundland and Labrador",2011S0504010,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823704,4.2.3,869,,,,0
